iter	RMSE	RMSE
361	0.08110242862	0.08110242862
362	0.08108774871	0.08108774871
363	0.08106236142	0.08106236142
364	0.08103894813	0.08103894813
365	0.08102108773	0.08102108773
366	0.08101320895	0.08101320895
367	0.08100387142	0.08100387142
368	0.08098884328	0.08098884328
369	0.08098385999	0.08098385999
370	0.08093865353	0.08093865353
371	0.08091029875	0.08091029875
372	0.08089684123	0.08089684123
373	0.08085586117	0.08085586117
374	0.08084461432	0.08084461432
375	0.08083061196	0.08083061196
376	0.08080222892	0.08080222892
377	0.080795614	0.080795614
378	0.08078712636	0.08078712636
379	0.08077044029	0.08077044029
380	0.08073266509	0.08073266509
381	0.08068261188	0.08068261188
382	0.08064112814	0.08064112814
383	0.08063915494	0.08063915494
384	0.0806079439	0.0806079439
385	0.08056622712	0.08056622712
386	0.08055638063	0.08055638063
387	0.08050658162	0.08050658162
388	0.08049855783	0.08049855783
389	0.08049851858	0.08049851858
390	0.08045502382	0.08045502382
391	0.08041218322	0.08041218322
392	0.08037698234	0.08037698234
393	0.08035379871	0.08035379871
394	0.08035217217	0.08035217217
395	0.08034046373	0.08034046373
396	0.08033723083	0.08033723083
397	0.08033099658	0.08033099658
398	0.08030552349	0.08030552349
399	0.0803012967	0.0803012967
400	0.08025657105	0.08025657105
401	0.08023686697	0.08023686697
402	0.08019386485	0.08019386485
403	0.08018086341	0.08018086341
404	0.08015408407	0.08015408407
405	0.08008212663	0.08008212663
406	0.0800616407	0.0800616407
407	0.08005710548	0.08005710548
408	0.08004253008	0.08004253008
409	0.08000501207	0.08000501207
410	0.07998777846	0.07998777846
411	0.07996940672	0.07996940672
412	0.07992111657	0.07992111657
413	0.07989675723	0.07989675723
414	0.07987743135	0.07987743135
415	0.07985464459	0.07985464459
416	0.07984482248	0.07984482248
417	0.07981518749	0.07981518749
418	0.0798063764	0.0798063764
419	0.07977336033	0.07977336033
420	0.07974296919	0.07974296919
421	0.07974278139	0.07974278139
422	0.0797302621	0.0797302621
423	0.07970856145	0.07970856145
424	0.0796942599	0.0796942599
425	0.07968937618	0.07968937618
426	0.07966288024	0.07966288024
427	0.07961710652	0.07961710652
428	0.07960877788	0.07960877788
429	0.07959501661	0.07959501661
430	0.07957393125	0.07957393125
431	0.07954799094	0.07954799094
432	0.07952690979	0.07952690979
433	0.07951267735	0.07951267735
434	0.07950071394	0.07950071394
435	0.07948441024	0.07948441024
436	0.07946240176	0.07946240176
437	0.07944792913	0.07944792913
438	0.07943668682	0.07943668682
439	0.07942561377	0.07942561377
440	0.07942542187	0.07942542187
441	0.07940249833	0.07940249833
442	0.07938191918	0.07938191918
443	0.07936771493	0.07936771493
444	0.07935430293	0.07935430293
445	0.07935256409	0.07935256409
446	0.07934242354	0.07934242354
447	0.07930690747	0.07930690747
448	0.07929369402	0.07929369402
449	0.07927329597	0.07927329597
450	0.07922445674	0.07922445674
451	0.0791955597	0.0791955597
452	0.07918470487	0.07918470487
453	0.07915154941	0.07915154941
454	0.07910267646	0.07910267646
455	0.07907600936	0.07907600936
456	0.07906652033	0.07906652033
457	0.07903690069	0.07903690069
458	0.0789890065	0.0789890065
459	0.07897670845	0.07897670845
460	0.0789490692	0.0789490692
461	0.07891217803	0.07891217803
462	0.07890748637	0.07890748637
463	0.07888667042	0.07888667042
464	0.07887695636	0.07887695636
465	0.0788688441	0.0788688441
466	0.07886106755	0.07886106755
467	0.07886103855	0.07886103855
468	0.07884216058	0.07884216058
469	0.07882517956	0.07882517956
470	0.07877512854	0.07877512854
471	0.07875769628	0.07875769628
472	0.07873957816	0.07873957816
473	0.0787084569	0.0787084569
474	0.07868630971	0.07868630971
475	0.07866810233	0.07866810233
476	0.07864239612	0.07864239612
477	0.07862715535	0.07862715535
478	0.078613937	0.078613937
479	0.07861225242	0.07861225242
480	0.07860451644	0.07860451644
481	0.07859230078	0.07859230078
482	0.07855576039	0.07855576039
483	0.07854539974	0.07854539974
484	0.07852985484	0.07852985484
485	0.07850899339	0.07850899339
486	0.07848915212	0.07848915212
487	0.07848726278	0.07848726278
488	0.07848353921	0.07848353921
489	0.07846058072	0.07846058072
490	0.07842554352	0.07842554352
491	0.07839348213	0.07839348213
492	0.07838071046	0.07838071046
493	0.0783656213	0.0783656213
494	0.07836538805	0.07836538805
495	0.0783061518	0.0783061518
496	0.07827250155	0.07827250155
497	0.07823360082	0.07823360082
498	0.07821765976	0.07821765976
499	0.07818248679	0.07818248679
500	0.07816713109	0.07816713109
501	0.07812543829	0.07812543829
502	0.07809467305	0.07809467305
503	0.07807952129	0.07807952129
504	0.07805672063	0.07805672063
505	0.07802575926	0.07802575926
506	0.07799532824	0.07799532824
507	0.07798868494	0.07798868494
508	0.07797630765	0.07797630765
509	0.07795516661	0.07795516661
510	0.0779211987	0.0779211987
511	0.07790823332	0.07790823332
512	0.07789724495	0.07789724495
513	0.07788773795	0.07788773795
514	0.07786351876	0.07786351876
515	0.07784397301	0.07784397301
516	0.07783760128	0.07783760128
517	0.07781414659	0.07781414659
518	0.07779113167	0.07779113167
519	0.07779016567	0.07779016567
520	0.07776865032	0.07776865032
521	0.07776777137	0.07776777137
522	0.07775102197	0.07775102197
523	0.07772452766	0.07772452766
524	0.07771561471	0.07771561471
525	0.07769957723	0.07769957723
526	0.07769331514	0.07769331514
527	0.07766310956	0.07766310956
528	0.07765632726	0.07765632726
529	0.07765630353	0.07765630353
530	0.07763029503	0.07763029503
531	0.0775949824	0.0775949824
532	0.07758784468	0.07758784468
533	0.0775649079	0.0775649079
534	0.07755389099	0.07755389099
535	0.07754246637	0.07754246637
536	0.07754012362	0.07754012362
537	0.07753051753	0.07753051753
538	0.0775165693	0.0775165693
539	0.07750930396	0.07750930396
540	0.0775009025	0.0775009025
541	0.07748025269	0.07748025269
542	0.07745434763	0.07745434763
543	0.07745080208	0.07745080208
544	0.07744078481	0.07744078481
545	0.07743512849	0.07743512849
546	0.07741654217	0.07741654217
547	0.07738659132	0.07738659132
548	0.07737742435	0.07737742435
549	0.07737298639	0.07737298639
550	0.07736441019	0.07736441019
551	0.07735767237	0.07735767237
552	0.07735221647	0.07735221647
553	0.07734083054	0.07734083054
554	0.07733175662	0.07733175662
555	0.07732549495	0.07732549495
556	0.07727686243	0.07727686243
557	0.07724348368	0.07724348368
558	0.07723930159	0.07723930159
559	0.0772171409	0.0772171409
560	0.07719743067	0.07719743067
561	0.07718364147	0.07718364147
562	0.07716106679	0.07716106679
563	0.077145268	0.077145268
564	0.07714468774	0.07714468774
565	0.07714425616	0.07714425616
566	0.07711274921	0.07711274921
567	0.07710226534	0.07710226534
568	0.07709981748	0.07709981748
569	0.07709925721	0.07709925721
570	0.07708422964	0.07708422964
571	0.07708357322	0.07708357322
572	0.07708281325	0.07708281325
573	0.07705197869	0.07705197869
574	0.0770343275	0.0770343275
575	0.07703408831	0.07703408831
576	0.07702634133	0.07702634133
577	0.07701971333	0.07701971333
578	0.0770192207	0.0770192207
579	0.07701552933	0.07701552933
580	0.07696986698	0.07696986698
581	0.07694165443	0.07694165443
582	0.07692258827	0.07692258827
583	0.07690301565	0.07690301565
584	0.07686972206	0.07686972206
585	0.07685112967	0.07685112967
586	0.07681384128	0.07681384128
587	0.07681019318	0.07681019318
588	0.07680052652	0.07680052652
589	0.07677664619	0.07677664619
590	0.07676685321	0.07676685321
591	0.07675987423	0.07675987423
592	0.07674767729	0.07674767729
593	0.07673584505	0.07673584505
594	0.076711355	0.076711355
595	0.07670572445	0.07670572445
596	0.07670195248	0.07670195248
597	0.07667958912	0.07667958912
598	0.07667910268	0.07667910268
599	0.07667194608	0.07667194608
600	0.07665696497	0.07665696497
601	0.07664567764	0.07664567764
602	0.07664565975	0.07664565975
603	0.07660932651	0.07660932651
604	0.07658327305	0.07658327305
605	0.07656902386	0.07656902386
606	0.07656569721	0.07656569721
607	0.07655726961	0.07655726961
608	0.0765546041	0.0765546041
609	0.07654473153	0.07654473153
610	0.07653295596	0.07653295596
611	0.07649626049	0.07649626049
612	0.07645809123	0.07645809123
613	0.0764549248	0.0764549248
614	0.07644967178	0.07644967178
615	0.07644704528	0.07644704528
616	0.07643632409	0.07643632409
617	0.07641366492	0.07641366492
618	0.07640937525	0.07640937525
619	0.07640843066	0.07640843066
620	0.07638856499	0.07638856499
621	0.07637537748	0.07637537748
622	0.07636324911	0.07636324911
623	0.07635159435	0.07635159435
624	0.07633593084	0.07633593084
625	0.07632357096	0.07632357096
626	0.07631721954	0.07631721954
627	0.07629594366	0.07629594366
628	0.07628913821	0.07628913821
629	0.0762838627	0.0762838627
630	0.07628301915	0.07628301915
631	0.07626660076	0.07626660076
632	0.07626612025	0.07626612025
633	0.07625068324	0.07625068324
634	0.07624469848	0.07624469848
635	0.07624278436	0.07624278436
636	0.07622948304	0.07622948304
637	0.0762088502	0.0762088502
638	0.07620861537	0.07620861537
639	0.07619609431	0.07619609431
640	0.07618720972	0.07618720972
641	0.07618719827	0.07618719827
642	0.07618211015	0.07618211015
643	0.07617508748	0.07617508748
644	0.0761586149	0.0761586149
645	0.07613816368	0.07613816368
646	0.07610206129	0.07610206129
647	0.07609972082	0.07609972082
648	0.07609942243	0.07609942243
649	0.07609094003	0.07609094003
650	0.07608082144	0.07608082144
651	0.07607041554	0.07607041554
652	0.07606838829	0.07606838829
653	0.07606758546	0.07606758546
654	0.07605208869	0.07605208869
655	0.07603991289	0.07603991289
656	0.07603476482	0.07603476482
657	0.07603287928	0.07603287928
658	0.07600984357	0.07600984357
659	0.07599613313	0.07599613313
660	0.07598632361	0.07598632361
661	0.0759752339	0.0759752339
662	0.07594193208	0.07594193208
663	0.07591335581	0.07591335581
664	0.07589915365	0.07589915365
665	0.07588565677	0.07588565677
666	0.07587625575	0.07587625575
667	0.07586438683	0.07586438683
668	0.075838158	0.075838158
669	0.07583279477	0.07583279477
670	0.07582842083	0.07582842083
671	0.07582027566	0.07582027566
672	0.07580861977	0.07580861977
673	0.07580587264	0.07580587264
674	0.07579065359	0.07579065359
675	0.07576321489	0.07576321489
676	0.07575854352	0.07575854352
677	0.07574224596	0.07574224596
678	0.07574045319	0.07574045319
679	0.07572215715	0.07572215715
680	0.07570193669	0.07570193669
681	0.07570162914	0.07570162914
682	0.0756980849	0.0756980849
683	0.07567767293	0.07567767293
684	0.07566954501	0.07566954501
685	0.07566881159	0.07566881159
686	0.07565969898	0.07565969898
687	0.07563848087	0.07563848087
688	0.0756277056	0.0756277056
689	0.07561129696	0.07561129696
690	0.07560693704	0.07560693704
691	0.07559484033	0.07559484033
692	0.07559417964	0.07559417964
693	0.07556638554	0.07556638554
694	0.07555235612	0.07555235612
695	0.07555173725	0.07555173725
696	0.07553742219	0.07553742219
697	0.0755025662	0.0755025662
698	0.07547860415	0.07547860415
699	0.07544850022	0.07544850022
700	0.0754412057	0.0754412057
701	0.07543392241	0.07543392241
702	0.07542229401	0.07542229401
703	0.07540980103	0.07540980103
704	0.07540484444	0.07540484444
705	0.07540483428	0.07540483428
706	0.07538529513	0.07538529513
707	0.07537782979	0.07537782979
708	0.07537572041	0.07537572041
709	0.07537501306	0.07537501306
710	0.07535850637	0.07535850637
711	0.07535257632	0.07535257632
712	0.07534119245	0.07534119245
713	0.07533787631	0.07533787631
714	0.07531399739	0.07531399739
715	0.07529992973	0.07529992973
716	0.07529881459	0.07529881459
717	0.07528317066	0.07528317066
718	0.07525827411	0.07525827411
719	0.07523773961	0.07523773961
720	0.07523199547	0.07523199547
721	0.07522844669	0.07522844669
722	0.07521681766	0.07521681766
723	0.07521207724	0.07521207724
724	0.07520465036	0.07520465036
725	0.07520294455	0.07520294455
726	0.07519249002	0.07519249002
727	0.07519010955	0.07519010955
728	0.07518803806	0.07518803806
729	0.07518181235	0.07518181235
730	0.07518144876	0.07518144876
731	0.07517885321	0.07517885321
732	0.07516429892	0.07516429892
733	0.07514812185	0.07514812185
734	0.07513610942	0.07513610942
735	0.07512174008	0.07512174008
736	0.07510381844	0.07510381844
737	0.07510063245	0.07510063245
738	0.07508604478	0.07508604478
739	0.07508580453	0.07508580453
740	0.07507938256	0.07507938256
741	0.07507473848	0.07507473848
742	0.07507078847	0.07507078847
743	0.07506726481	0.07506726481
744	0.07506582865	0.07506582865
745	0.07505501399	0.07505501399
746	0.07503120608	0.07503120608
747	0.07502393309	0.07502393309
748	0.07501679323	0.07501679323
749	0.07500549308	0.07500549308
750	0.0750025066	0.0750025066
751	0.07498199994	0.07498199994
752	0.07497407296	0.07497407296
753	0.07497376818	0.07497376818
754	0.07495694457	0.07495694457
755	0.07495085906	0.07495085906
